"Product ID";"Brand";"Product Name";"Image URL";"Deeplink URL"
"11008308";"Apple";"Apple iPhone XS Dual SIM 64GB gold";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/308/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-64gb-gold_11008308"
"11008309";"Apple";"Apple iPhone XS Dual SIM 256GB gold";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/309/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-256gb-gold_11008309"
"11008310";"Apple";"Apple iPhone XS Dual SIM 512GB gold";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/310/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-dual-sim-512gb-gold_11008310"
"11008311";"Apple";"Apple iPhone XS Max Dual SIM 64GB silver";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/311/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-64gb-silver_11008311"
"11008312";"Apple";"Apple iPhone XS Max Dual SIM 256GB silver";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/312/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-256gb-silver_11008312"
"11008313";"Apple";"Apple iPhone XS Max Dual SIM 512GB silver";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/313/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-512gb-silver_11008313"
"11008314";"Apple";"Apple iPhone XS Max Dual SIM 64GB space grey";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/314/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-64gb-space-grey_11008314"
"11008315";"Apple";"Apple iPhone XS Max Dual SIM 256GB space grey";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/315/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-256gb-space-grey_11008315"
"11008316";"Apple";"Apple iPhone XS Max Dual SIM 512GB space grey";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/316/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-512gb-space-grey_11008316"
"11008317";"Apple";"Apple iPhone XS Max Dual SIM 64GB gold";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/317/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-64gb-gold_11008317"
"11008318";"Apple";"Apple iPhone XS Max Dual SIM 256GB gold";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/318/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-256gb-gold_11008318"
"11008319";"Apple";"Apple iPhone XS Max Dual SIM 512GB gold";"http://d2wr8zbg9aclns.cloudfront.net/products/011/008/319/covers/205.jpeg";"https://www.rebuy.co.uk/sell/apple-iphone-xs-max-dual-sim-512gb-gold_11008319"
"11013703";"Samsung";"Samsung J600FN Galaxy J6 32GB black";"http://d2wr8zbg9aclns.cloudfront.net/products/011/013/703/covers/205.jpeg";"https://www.rebuy.co.uk/sell/samsung-j600fn-galaxy-j6-32gb-black_11013703"
"11015123";"Samsung";"Samsung N960F Galaxy Note 9 DUOS 128GB frosted lavender";"http://d2wr8zbg9aclns.cloudfront.net/products/011/015/123/covers/205.jpeg";"https://www.rebuy.co.uk/sell/samsung-n960f-galaxy-note-9-duos-128gb-frosted-lavender_11015123"
"11015145";"Samsung";"Samsung A605FN Galaxy A6 Plus (2018) 32GB black";"http://d2wr8zbg9aclns.cloudfront.net/products/011/015/145/covers/205.jpeg";"https://www.rebuy.co.uk/sell/samsung-a605fn-galaxy-a6-plus-2018-32gb-black_11015145"
"11016146";"Samsung";"Samsung A600FN Galaxy A6 (2018) 32GB black";"http://d2wr8zbg9aclns.cloudfront.net/products/011/016/146/covers/205.jpeg";"https://www.rebuy.co.uk/sell/samsung-a600fn-galaxy-a6-2018-32gb-black_11016146"
"11016194";"Samsung";"Samsung A750FD Galaxy A7 (2018) Dual SIM 64GB blue";"http://d2wr8zbg9aclns.cloudfront.net/products/011/016/194/covers/205.jpeg";"https://www.rebuy.co.uk/sell/samsung-a750fd-galaxy-a7-2018-dual-sim-64gb-blue_11016194"
"11016195";"Samsung";"Samsung A750FD Galaxy A7 (2018) Dual SIM 64GB black";"http://d2wr8zbg9aclns.cloudfront.net/products/011/016/195/covers/205.jpeg";"https://www.rebuy.co.uk/sell/samsung-a750fd-galaxy-a7-2018-dual-sim-64gb-black_11016195"
